wall up,wall right,wall down,wall left,apple up,apple right,apple down,apple left,distance x,distance y,direction
296,392,104,408,0,0,0,0,-96,-240,1.0
296,388,104,412,0,0,0,0,-92,-240,1.0
296,384,104,416,0,0,0,0,-88,-240,1.0
296,380,104,420,0,0,0,0,-84,-240,1.0
296,376,104,424,0,0,0,0,-80,-240,1.0
296,372,104,428,0,0,0,0,-76,-240,1.0
296,368,104,432,0,0,0,0,-72,-240,1.0
296,364,104,436,0,0,0,0,-68,-240,1.0
296,360,104,440,0,0,0,0,-64,-240,1.0
296,356,104,444,0,0,0,0,-60,-240,1.0
296,352,104,448,0,0,0,0,-56,-240,1.0
296,348,104,452,0,0,0,0,-52,-240,1.0
296,344,104,456,0,0,0,0,-48,-240,1.0
296,340,104,460,0,0,0,0,-44,-240,1.0
296,336,104,464,0,0,0,0,-40,-240,1.0
296,332,104,468,0,0,0,0,-36,-240,1.0
296,328,104,472,0,0,0,0,-32,-240,1.0
296,324,104,476,0,0,0,0,-28,-240,1.0
296,320,104,480,0,0,0,0,-24,-240,1.0
296,316,104,484,0,0,0,0,-20,-240,1.0
296,312,104,488,0,0,0,0,-16,-240,1.0
296,308,104,492,0,0,0,0,-12,-240,1.0
296,304,104,496,0,0,0,0,-8,-240,1.0
296,300,104,500,0,0,0,0,-4,-240,1.0
296,296,104,504,1,0,0,0,0,-240,1.0
292,296,108,504,1,0,0,0,0,-236,0.0
288,296,112,504,1,0,0,0,0,-232,0.0
284,296,116,504,1,0,0,0,0,-228,0.0
280,296,120,504,1,0,0,0,0,-224,0.0
276,296,124,504,1,0,0,0,0,-220,0.0
272,296,128,504,1,0,0,0,0,-216,0.0
268,296,132,504,1,0,0,0,0,-212,0.0
264,296,136,504,1,0,0,0,0,-208,0.0
260,296,140,504,1,0,0,0,0,-204,0.0
256,296,144,504,1,0,0,0,0,-200,0.0
252,296,148,504,1,0,0,0,0,-196,0.0
248,296,152,504,1,0,0,0,0,-192,0.0
244,296,156,504,1,0,0,0,0,-188,0.0
240,296,160,504,1,0,0,0,0,-184,0.0
236,296,164,504,1,0,0,0,0,-180,0.0
232,296,168,504,1,0,0,0,0,-176,0.0
228,296,172,504,1,0,0,0,0,-172,0.0
224,296,176,504,1,0,0,0,0,-168,0.0
220,296,180,504,1,0,0,0,0,-164,0.0
216,296,184,504,1,0,0,0,0,-160,0.0
212,296,188,504,1,0,0,0,0,-156,0.0
208,296,192,504,1,0,0,0,0,-152,0.0
204,296,196,504,1,0,0,0,0,-148,0.0
200,296,200,504,1,0,0,0,0,-144,0.0
196,296,204,504,1,0,0,0,0,-140,0.0
192,296,208,504,1,0,0,0,0,-136,0.0
188,296,212,504,1,0,0,0,0,-132,0.0
184,296,216,504,1,0,0,0,0,-128,0.0
180,296,220,504,1,0,0,0,0,-124,0.0
176,296,224,504,1,0,0,0,0,-120,0.0
172,296,228,504,1,0,0,0,0,-116,0.0
168,296,232,504,1,0,0,0,0,-112,0.0
164,296,236,504,1,0,0,0,0,-108,0.0
160,296,240,504,1,0,0,0,0,-104,0.0
156,296,244,504,1,0,0,0,0,-100,0.0
152,296,248,504,1,0,0,0,0,-96,0.0
148,296,252,504,1,0,0,0,0,-92,0.0
144,296,256,504,1,0,0,0,0,-88,0.0
140,296,260,504,1,0,0,0,0,-84,0.0
136,296,264,504,1,0,0,0,0,-80,0.0
132,296,268,504,1,0,0,0,0,-76,0.0
128,296,272,504,1,0,0,0,0,-72,0.0
124,296,276,504,1,0,0,0,0,-68,0.0
120,296,280,504,1,0,0,0,0,-64,0.0
116,296,284,504,1,0,0,0,0,-60,0.0
112,296,288,504,1,0,0,0,0,-56,0.0
108,296,292,504,1,0,0,0,0,-52,0.0
104,296,296,504,1,0,0,0,0,-48,0.0
100,296,300,504,1,0,0,0,0,-44,0.0
96,296,304,504,1,0,0,0,0,-40,0.0
92,296,308,504,1,0,0,0,0,-36,0.0
88,296,312,504,1,0,0,0,0,-32,0.0
84,296,316,504,1,0,0,0,0,-28,0.0
80,296,320,504,1,0,0,0,0,-24,0.0
76,296,324,504,1,0,0,0,0,-20,0.0
72,296,328,504,1,0,0,0,0,-16,0.0
68,296,332,504,0,0,0,0,144,140,0.0
72,296,328,504,0,0,0,0,144,136,2.0
76,296,324,504,0,0,0,0,144,132,2.0
80,296,320,504,0,0,0,0,144,128,2.0
84,296,316,504,0,0,0,0,144,124,2.0
88,296,312,504,0,0,0,0,144,120,2.0
92,296,308,504,0,0,0,0,144,116,2.0
96,296,304,504,0,0,0,0,144,112,2.0
100,296,300,504,0,0,0,0,144,108,2.0
104,296,296,504,0,0,0,0,144,104,2.0
108,296,292,504,0,0,0,0,144,100,2.0
112,296,288,504,0,0,0,0,144,96,2.0
116,296,284,504,0,0,0,0,144,92,2.0
120,296,280,504,0,0,0,0,144,88,2.0
124,296,276,504,0,0,0,0,144,84,2.0
128,296,272,504,0,0,0,0,144,80,2.0
132,296,268,504,0,0,0,0,144,76,2.0
136,296,264,504,0,0,0,0,144,72,2.0
140,296,260,504,0,0,0,0,144,68,2.0
144,296,256,504,0,0,0,0,144,64,2.0
148,296,252,504,0,0,0,0,144,60,2.0
152,296,248,504,0,0,0,0,144,56,2.0
156,296,244,504,0,0,0,0,144,52,2.0
160,296,240,504,0,0,0,0,144,48,2.0
164,296,236,504,0,0,0,0,144,44,2.0
168,296,232,504,0,0,0,0,144,40,2.0
172,296,228,504,0,0,0,0,144,36,2.0
176,296,224,504,0,0,0,0,144,32,2.0
180,296,220,504,0,0,0,0,144,28,2.0
184,296,216,504,0,0,0,0,144,24,2.0
188,296,212,504,0,0,0,0,144,20,2.0
192,296,208,504,0,0,0,0,144,16,2.0
196,296,204,504,0,0,0,0,144,12,2.0
200,296,200,504,0,0,0,0,144,8,2.0
204,296,196,504,0,0,0,0,144,4,2.0
208,296,192,504,0,0,0,1,144,0,2.0
208,300,192,500,0,0,0,1,140,0,3.0
208,304,192,496,0,0,0,1,136,0,3.0
208,308,192,492,0,0,0,1,132,0,3.0
208,312,192,488,0,0,0,1,128,0,3.0
208,316,192,484,0,0,0,1,124,0,3.0
208,320,192,480,0,0,0,1,120,0,3.0
208,324,192,476,0,0,0,1,116,0,3.0
208,328,192,472,0,0,0,1,112,0,3.0
208,332,192,468,0,0,0,1,108,0,3.0
208,336,192,464,0,0,0,1,104,0,3.0
208,340,192,460,0,0,0,1,100,0,3.0
208,344,192,456,0,0,0,1,96,0,3.0
208,348,192,452,0,0,0,1,92,0,3.0
208,352,192,448,0,0,0,1,88,0,3.0
208,356,192,444,0,0,0,1,84,0,3.0
208,360,192,440,0,0,0,1,80,0,3.0
208,364,192,436,0,0,0,1,76,0,3.0
208,368,192,432,0,0,0,1,72,0,3.0
208,372,192,428,0,0,0,1,68,0,3.0
208,376,192,424,0,0,0,1,64,0,3.0
208,380,192,420,0,0,0,1,60,0,3.0
208,384,192,416,0,0,0,1,56,0,3.0
208,388,192,412,0,0,0,1,52,0,3.0
208,392,192,408,0,0,0,1,48,0,3.0
208,396,192,404,0,0,0,1,44,0,3.0
208,400,192,400,0,0,0,1,40,0,3.0
208,404,192,396,0,0,0,1,36,0,3.0
208,408,192,392,0,0,0,1,32,0,3.0
208,412,192,388,0,0,0,1,28,0,3.0
208,416,192,384,0,0,0,1,24,0,3.0
208,420,192,380,0,0,0,1,20,0,3.0
208,424,192,376,0,0,0,1,16,0,3.0
208,428,192,372,0,0,0,0,68,112,3.0
212,428,188,372,0,0,0,0,68,108,2.0
216,428,184,372,0,0,0,0,68,104,2.0
220,428,180,372,0,0,0,0,68,100,2.0
224,428,176,372,0,0,0,0,68,96,2.0
228,428,172,372,0,0,0,0,68,92,2.0
232,428,168,372,0,0,0,0,68,88,2.0
236,428,164,372,0,0,0,0,68,84,2.0
240,428,160,372,0,0,0,0,68,80,2.0
244,428,156,372,0,0,0,0,68,76,2.0
248,428,152,372,0,0,0,0,68,72,2.0
252,428,148,372,0,0,0,0,68,68,2.0
256,428,144,372,0,0,0,0,68,64,2.0
260,428,140,372,0,0,0,0,68,60,2.0
264,428,136,372,0,0,0,0,68,56,2.0
268,428,132,372,0,0,0,0,68,52,2.0
272,428,128,372,0,0,0,0,68,48,2.0
276,428,124,372,0,0,0,0,68,44,2.0
280,428,120,372,0,0,0,0,68,40,2.0
284,428,116,372,0,0,0,0,68,36,2.0
288,428,112,372,0,0,0,0,68,32,2.0
292,428,108,372,0,0,0,0,68,28,2.0
296,428,104,372,0,0,0,0,68,24,2.0
300,428,100,372,0,0,0,0,68,20,2.0
304,428,96,372,0,0,0,0,68,16,2.0
308,428,92,372,0,0,0,0,68,12,2.0
312,428,88,372,0,0,0,0,68,8,2.0
316,428,84,372,0,0,0,0,68,4,2.0
320,428,80,372,0,0,0,1,68,0,2.0
320,432,80,368,0,0,0,1,64,0,3.0
320,436,80,364,0,0,0,1,60,0,3.0
320,440,80,360,0,0,0,1,56,0,3.0
320,444,80,356,0,0,0,1,52,0,3.0
320,448,80,352,0,0,0,1,48,0,3.0
320,452,80,348,0,0,0,1,44,0,3.0
320,456,80,344,0,0,0,1,40,0,3.0
320,460,80,340,0,0,0,1,36,0,3.0
320,464,80,336,0,0,0,1,32,0,3.0
320,468,80,332,0,0,0,1,28,0,3.0
320,472,80,328,0,0,0,1,24,0,3.0
320,476,80,324,0,0,0,1,20,0,3.0
320,480,80,320,0,0,0,1,16,0,3.0
320,484,80,316,0,0,0,0,-396,40,3.0
320,480,80,320,0,0,0,0,-392,40,1.0
320,476,80,324,0,0,0,0,-388,40,1.0
320,472,80,328,0,0,0,0,-384,40,1.0
320,468,80,332,0,0,0,0,-380,40,1.0
320,464,80,336,0,0,0,0,-376,40,1.0
320,460,80,340,0,0,0,0,-372,40,1.0
320,456,80,344,0,0,0,0,-368,40,1.0
320,452,80,348,0,0,0,0,-364,40,1.0
320,448,80,352,0,0,0,0,-360,40,1.0
320,444,80,356,0,0,0,0,-356,40,1.0
320,440,80,360,0,0,0,0,-352,40,1.0
320,436,80,364,0,0,0,0,-348,40,1.0
320,432,80,368,0,0,0,0,-344,40,1.0
320,428,80,372,0,0,0,0,-340,40,1.0
320,424,80,376,0,0,0,0,-336,40,1.0
320,420,80,380,0,0,0,0,-332,40,1.0
320,416,80,384,0,0,0,0,-328,40,1.0
320,412,80,388,0,0,0,0,-324,40,1.0
320,408,80,392,0,0,0,0,-320,40,1.0
320,404,80,396,0,0,0,0,-316,40,1.0
320,400,80,400,0,0,0,0,-312,40,1.0
320,396,80,404,0,0,0,0,-308,40,1.0
320,392,80,408,0,0,0,0,-304,40,1.0
320,388,80,412,0,0,0,0,-300,40,1.0
320,384,80,416,0,0,0,0,-296,40,1.0
320,380,80,420,0,0,0,0,-292,40,1.0
320,376,80,424,0,0,0,0,-288,40,1.0
320,372,80,428,0,0,0,0,-284,40,1.0
320,368,80,432,0,0,0,0,-280,40,1.0
320,364,80,436,0,0,0,0,-276,40,1.0
320,360,80,440,0,0,0,0,-272,40,1.0
320,356,80,444,0,0,0,0,-268,40,1.0
320,352,80,448,0,0,0,0,-264,40,1.0
320,348,80,452,0,0,0,0,-260,40,1.0
320,344,80,456,0,0,0,0,-256,40,1.0
320,340,80,460,0,0,0,0,-252,40,1.0
320,336,80,464,0,0,0,0,-248,40,1.0
320,332,80,468,0,0,0,0,-244,40,1.0
320,328,80,472,0,0,0,0,-240,40,1.0
320,324,80,476,0,0,0,0,-236,40,1.0
320,320,80,480,0,0,0,0,-232,40,1.0
320,316,80,484,0,0,0,0,-228,40,1.0
320,312,80,488,0,0,0,0,-224,40,1.0
320,308,80,492,0,0,0,0,-220,40,1.0
320,304,80,496,0,0,0,0,-216,40,1.0
320,300,80,500,0,0,0,0,-212,40,1.0
320,296,80,504,0,0,0,0,-208,40,1.0
320,292,80,508,0,0,0,0,-204,40,1.0
320,288,80,512,0,0,0,0,-200,40,1.0
320,284,80,516,0,0,0,0,-196,40,1.0
320,280,80,520,0,0,0,0,-192,40,1.0
320,276,80,524,0,0,0,0,-188,40,1.0
320,272,80,528,0,0,0,0,-184,40,1.0
320,268,80,532,0,0,0,0,-180,40,1.0
320,264,80,536,0,0,0,0,-176,40,1.0
320,260,80,540,0,0,0,0,-172,40,1.0
320,256,80,544,0,0,0,0,-168,40,1.0
320,252,80,548,0,0,0,0,-164,40,1.0
320,248,80,552,0,0,0,0,-160,40,1.0
320,244,80,556,0,0,0,0,-156,40,1.0
320,240,80,560,0,0,0,0,-152,40,1.0
320,236,80,564,0,0,0,0,-148,40,1.0
320,232,80,568,0,0,0,0,-144,40,1.0
320,228,80,572,0,0,0,0,-140,40,1.0
320,224,80,576,0,0,0,0,-136,40,1.0
320,220,80,580,0,0,0,0,-132,40,1.0
320,216,80,584,0,0,0,0,-128,40,1.0
320,212,80,588,0,0,0,0,-124,40,1.0
320,208,80,592,0,0,0,0,-120,40,1.0
320,204,80,596,0,0,0,0,-116,40,1.0
320,200,80,600,0,0,0,0,-112,40,1.0
320,196,80,604,0,0,0,0,-108,40,1.0
320,192,80,608,0,0,0,0,-104,40,1.0
320,188,80,612,0,0,0,0,-100,40,1.0
320,184,80,616,0,0,0,0,-96,40,1.0
320,180,80,620,0,0,0,0,-92,40,1.0
320,176,80,624,0,0,0,0,-88,40,1.0
320,172,80,628,0,0,0,0,-84,40,1.0
320,168,80,632,0,0,0,0,-80,40,1.0
320,164,80,636,0,0,0,0,-76,40,1.0
320,160,80,640,0,0,0,0,-72,40,1.0
320,156,80,644,0,0,0,0,-68,40,1.0
320,152,80,648,0,0,0,0,-64,40,1.0
320,148,80,652,0,0,0,0,-60,40,1.0
320,144,80,656,0,0,0,0,-56,40,1.0
320,140,80,660,0,0,0,0,-52,40,1.0
320,136,80,664,0,0,0,0,-48,40,1.0
320,132,80,668,0,0,0,0,-44,40,1.0
320,128,80,672,0,0,0,0,-40,40,1.0
320,124,80,676,0,0,0,0,-36,40,1.0
320,120,80,680,0,0,0,0,-32,40,1.0
320,116,80,684,0,0,0,0,-28,40,1.0
320,112,80,688,0,0,0,0,-24,40,1.0
320,108,80,692,0,0,0,0,-20,40,1.0
320,104,80,696,0,0,0,0,-16,40,1.0
320,100,80,700,0,0,0,0,-12,40,1.0
320,96,80,704,0,0,0,0,-8,40,1.0
320,92,80,708,0,0,0,0,-4,40,1.0
320,88,80,712,0,0,1,0,0,40,1.0
324,88,76,712,0,0,1,0,0,36,2.0
328,88,72,712,0,0,1,0,0,32,2.0
332,88,68,712,0,0,1,0,0,28,2.0
336,88,64,712,0,0,1,0,0,24,2.0
340,88,60,712,0,0,1,0,0,20,2.0
344,88,56,712,0,0,1,0,0,16,2.0
348,88,52,712,0,0,0,0,128,-188,2.0
344,88,56,712,0,0,0,0,128,-184,0.0
340,88,60,712,0,0,0,0,128,-180,0.0
336,88,64,712,0,0,0,0,128,-176,0.0
332,88,68,712,0,0,0,0,128,-172,0.0
328,88,72,712,0,0,0,0,128,-168,0.0
324,88,76,712,0,0,0,0,128,-164,0.0
320,88,80,712,0,0,0,0,128,-160,0.0
316,88,84,712,0,0,0,0,128,-156,0.0
312,88,88,712,0,0,0,0,128,-152,0.0
308,88,92,712,0,0,0,0,128,-148,0.0
304,88,96,712,0,0,0,0,128,-144,0.0
300,88,100,712,0,0,0,0,128,-140,0.0
296,88,104,712,0,0,0,0,128,-136,0.0
292,88,108,712,0,0,0,0,128,-132,0.0
288,88,112,712,0,0,0,0,128,-128,0.0
284,88,116,712,0,0,0,0,128,-124,0.0
280,88,120,712,0,0,0,0,128,-120,0.0
276,88,124,712,0,0,0,0,128,-116,0.0
272,88,128,712,0,0,0,0,128,-112,0.0
268,88,132,712,0,0,0,0,128,-108,0.0
264,88,136,712,0,0,0,0,128,-104,0.0
260,88,140,712,0,0,0,0,128,-100,0.0
256,88,144,712,0,0,0,0,128,-96,0.0
252,88,148,712,0,0,0,0,128,-92,0.0
248,88,152,712,0,0,0,0,128,-88,0.0
244,88,156,712,0,0,0,0,128,-84,0.0
240,88,160,712,0,0,0,0,128,-80,0.0
236,88,164,712,0,0,0,0,128,-76,0.0
232,88,168,712,0,0,0,0,128,-72,0.0
228,88,172,712,0,0,0,0,128,-68,0.0
224,88,176,712,0,0,0,0,128,-64,0.0
220,88,180,712,0,0,0,0,128,-60,0.0
216,88,184,712,0,0,0,0,128,-56,0.0
212,88,188,712,0,0,0,0,128,-52,0.0
208,88,192,712,0,0,0,0,128,-48,0.0
204,88,196,712,0,0,0,0,128,-44,0.0
200,88,200,712,0,0,0,0,128,-40,0.0
196,88,204,712,0,0,0,0,128,-36,0.0
192,88,208,712,0,0,0,0,128,-32,0.0
188,88,212,712,0,0,0,0,128,-28,0.0
184,88,216,712,0,0,0,0,128,-24,0.0
180,88,220,712,0,0,0,0,128,-20,0.0
176,88,224,712,0,0,0,0,128,-16,0.0
172,88,228,712,0,0,0,0,128,-12,0.0
168,88,232,712,0,0,0,0,128,-8,0.0
164,88,236,712,0,0,0,0,128,-4,0.0
160,88,240,712,0,0,0,1,128,0,0.0
160,92,240,708,0,0,0,1,124,0,3.0
160,96,240,704,0,0,0,1,120,0,3.0
160,100,240,700,0,0,0,1,116,0,3.0
160,104,240,696,0,0,0,1,112,0,3.0
160,108,240,692,0,0,0,1,108,0,3.0
160,112,240,688,0,0,0,1,104,0,3.0
160,116,240,684,0,0,0,1,100,0,3.0
160,120,240,680,0,0,0,1,96,0,3.0
160,124,240,676,0,0,0,1,92,0,3.0
160,128,240,672,0,0,0,1,88,0,3.0
160,132,240,668,0,0,0,1,84,0,3.0
160,136,240,664,0,0,0,1,80,0,3.0
160,140,240,660,0,0,0,1,76,0,3.0
160,144,240,656,0,0,0,1,72,0,3.0
160,148,240,652,0,0,0,1,68,0,3.0
160,152,240,648,0,0,0,1,64,0,3.0
160,156,240,644,0,0,0,1,60,0,3.0
160,160,240,640,0,0,0,1,56,0,3.0
160,164,240,636,0,0,0,1,52,0,3.0
160,168,240,632,0,0,0,1,48,0,3.0
160,172,240,628,0,0,0,1,44,0,3.0
160,176,240,624,0,0,0,1,40,0,3.0
160,180,240,620,0,0,0,1,36,0,3.0
160,184,240,616,0,0,0,1,32,0,3.0
160,188,240,612,0,0,0,1,28,0,3.0
160,192,240,608,0,0,0,1,24,0,3.0
160,196,240,604,0,0,0,1,20,0,3.0
160,200,240,600,0,0,0,1,16,0,3.0
160,204,240,596,0,0,0,0,-12,8,3.0
160,200,240,600,0,0,0,0,280,-32,1.0
156,200,244,600,0,0,0,0,280,-28,0.0
152,200,248,600,0,0,0,0,280,-24,0.0
148,200,252,600,0,0,0,0,280,-20,0.0
144,200,256,600,0,0,0,0,280,-16,0.0
140,200,260,600,0,0,0,0,280,-12,0.0
136,200,264,600,0,0,0,0,280,-8,0.0
132,200,268,600,0,0,0,0,280,-4,0.0
128,200,272,600,0,0,0,1,280,0,0.0
128,204,272,596,0,0,0,1,276,0,3.0
128,208,272,592,0,0,0,1,272,0,3.0
128,212,272,588,0,0,0,1,268,0,3.0
128,216,272,584,0,0,0,1,264,0,3.0
128,220,272,580,0,0,0,1,260,0,3.0
128,224,272,576,0,0,0,1,256,0,3.0
128,228,272,572,0,0,0,1,252,0,3.0
128,232,272,568,0,0,0,1,248,0,3.0
128,236,272,564,0,0,0,1,244,0,3.0
128,240,272,560,0,0,0,1,240,0,3.0
128,244,272,556,0,0,0,1,236,0,3.0
128,248,272,552,0,0,0,1,232,0,3.0
128,252,272,548,0,0,0,1,228,0,3.0
128,256,272,544,0,0,0,1,224,0,3.0
128,260,272,540,0,0,0,1,220,0,3.0
128,264,272,536,0,0,0,1,216,0,3.0
128,268,272,532,0,0,0,1,212,0,3.0
128,272,272,528,0,0,0,1,208,0,3.0
128,276,272,524,0,0,0,1,204,0,3.0
128,280,272,520,0,0,0,1,200,0,3.0
128,284,272,516,0,0,0,1,196,0,3.0
128,288,272,512,0,0,0,1,192,0,3.0
128,292,272,508,0,0,0,1,188,0,3.0
128,296,272,504,0,0,0,1,184,0,3.0
128,300,272,500,0,0,0,1,180,0,3.0
128,304,272,496,0,0,0,1,176,0,3.0
128,308,272,492,0,0,0,1,172,0,3.0
128,312,272,488,0,0,0,1,168,0,3.0
128,316,272,484,0,0,0,1,164,0,3.0
128,320,272,480,0,0,0,1,160,0,3.0
128,324,272,476,0,0,0,1,156,0,3.0
128,328,272,472,0,0,0,1,152,0,3.0
128,332,272,468,0,0,0,1,148,0,3.0
128,336,272,464,0,0,0,1,144,0,3.0
128,340,272,460,0,0,0,1,140,0,3.0
128,344,272,456,0,0,0,1,136,0,3.0
128,348,272,452,0,0,0,1,132,0,3.0
128,352,272,448,0,0,0,1,128,0,3.0
128,356,272,444,0,0,0,1,124,0,3.0
128,360,272,440,0,0,0,1,120,0,3.0
128,364,272,436,0,0,0,1,116,0,3.0
128,368,272,432,0,0,0,1,112,0,3.0
128,372,272,428,0,0,0,1,108,0,3.0
128,376,272,424,0,0,0,1,104,0,3.0
128,380,272,420,0,0,0,1,100,0,3.0
128,384,272,416,0,0,0,1,96,0,3.0
128,388,272,412,0,0,0,1,92,0,3.0
128,392,272,408,0,0,0,1,88,0,3.0
128,396,272,404,0,0,0,1,84,0,3.0
128,400,272,400,0,0,0,1,80,0,3.0
128,404,272,396,0,0,0,1,76,0,3.0
128,408,272,392,0,0,0,1,72,0,3.0
128,412,272,388,0,0,0,1,68,0,3.0
128,416,272,384,0,0,0,1,64,0,3.0
128,420,272,380,0,0,0,1,60,0,3.0
128,424,272,376,0,0,0,1,56,0,3.0
128,428,272,372,0,0,0,1,52,0,3.0
128,432,272,368,0,0,0,1,48,0,3.0
128,436,272,364,0,0,0,1,44,0,3.0
128,440,272,360,0,0,0,1,40,0,3.0
128,444,272,356,0,0,0,1,36,0,3.0
128,448,272,352,0,0,0,1,32,0,3.0
128,452,272,348,0,0,0,1,28,0,3.0
128,456,272,344,0,0,0,1,24,0,3.0
128,460,272,340,0,0,0,1,20,0,3.0
128,464,272,336,0,0,0,1,16,0,3.0
128,468,272,332,0,0,0,0,-36,-80,3.0
128,464,272,336,0,0,0,0,-32,-80,1.0
128,460,272,340,0,0,0,0,-28,-80,1.0
128,456,272,344,0,0,0,0,-24,-80,1.0
128,452,272,348,0,0,0,0,-20,-80,1.0
128,448,272,352,0,0,0,0,-16,-80,1.0
128,444,272,356,0,0,0,0,-12,-80,1.0
128,440,272,360,0,0,0,0,-8,-80,1.0
128,436,272,364,0,0,0,0,-4,-80,1.0
128,432,272,368,1,0,0,0,0,-80,1.0
124,432,276,368,1,0,0,0,0,-76,0.0
120,432,280,368,1,0,0,0,0,-72,0.0
116,432,284,368,1,0,0,0,0,-68,0.0
112,432,288,368,1,0,0,0,0,-64,0.0
108,432,292,368,1,0,0,0,0,-60,0.0
104,432,296,368,1,0,0,0,0,-56,0.0
100,432,300,368,1,0,0,0,0,-52,0.0
96,432,304,368,1,0,0,0,0,-48,0.0
92,432,308,368,1,0,0,0,0,-44,0.0
88,432,312,368,1,0,0,0,0,-40,0.0
84,432,316,368,1,0,0,0,0,-36,0.0
80,432,320,368,1,0,0,0,0,-32,0.0
76,432,324,368,1,0,0,0,0,-28,0.0
72,432,328,368,1,0,0,0,0,-24,0.0
68,432,332,368,1,0,0,0,0,-20,0.0
64,432,336,368,1,0,0,0,0,-16,0.0
60,432,340,368,0,0,0,0,-352,52,0.0
60,428,340,372,0,0,0,0,-348,52,1.0
60,424,340,376,0,0,0,0,-344,52,1.0
60,420,340,380,0,0,0,0,-340,52,1.0
60,416,340,384,0,0,0,0,-336,52,1.0
60,412,340,388,0,0,0,0,-332,52,1.0
60,408,340,392,0,0,0,0,-328,52,1.0
60,404,340,396,0,0,0,0,-324,52,1.0
60,400,340,400,0,0,0,0,-320,52,1.0
60,396,340,404,0,0,0,0,-316,52,1.0
60,392,340,408,0,0,0,0,-312,52,1.0
60,388,340,412,0,0,0,0,-308,52,1.0
60,384,340,416,0,0,0,0,-304,52,1.0
60,380,340,420,0,0,0,0,-300,52,1.0
60,376,340,424,0,0,0,0,-296,52,1.0
60,372,340,428,0,0,0,0,-292,52,1.0
60,368,340,432,0,0,0,0,-288,52,1.0
60,364,340,436,0,0,0,0,-284,52,1.0
60,360,340,440,0,0,0,0,-280,52,1.0
60,356,340,444,0,0,0,0,-276,52,1.0
60,352,340,448,0,0,0,0,-272,52,1.0
60,348,340,452,0,0,0,0,-268,52,1.0
60,344,340,456,0,0,0,0,-264,52,1.0
60,340,340,460,0,0,0,0,-260,52,1.0
60,336,340,464,0,0,0,0,-256,52,1.0
60,332,340,468,0,0,0,0,-252,52,1.0
60,328,340,472,0,0,0,0,-248,52,1.0
60,324,340,476,0,0,0,0,-244,52,1.0
60,320,340,480,0,0,0,0,-240,52,1.0
60,316,340,484,0,0,0,0,-236,52,1.0
60,312,340,488,0,0,0,0,-232,52,1.0
60,308,340,492,0,0,0,0,-228,52,1.0
60,304,340,496,0,0,0,0,-224,52,1.0
60,300,340,500,0,0,0,0,-220,52,1.0
60,296,340,504,0,0,0,0,-216,52,1.0
60,292,340,508,0,0,0,0,-212,52,1.0
60,288,340,512,0,0,0,0,-208,52,1.0
60,284,340,516,0,0,0,0,-204,52,1.0
60,280,340,520,0,0,0,0,-200,52,1.0
60,276,340,524,0,0,0,0,-196,52,1.0
60,272,340,528,0,0,0,0,-192,52,1.0
60,268,340,532,0,0,0,0,-188,52,1.0
60,264,340,536,0,0,0,0,-184,52,1.0
60,260,340,540,0,0,0,0,-180,52,1.0
60,256,340,544,0,0,0,0,-176,52,1.0
60,252,340,548,0,0,0,0,-172,52,1.0
60,248,340,552,0,0,0,0,-168,52,1.0
60,244,340,556,0,0,0,0,-164,52,1.0
60,240,340,560,0,0,0,0,-160,52,1.0
60,236,340,564,0,0,0,0,-156,52,1.0
60,232,340,568,0,0,0,0,-152,52,1.0
60,228,340,572,0,0,0,0,-148,52,1.0
60,224,340,576,0,0,0,0,-144,52,1.0
60,220,340,580,0,0,0,0,-140,52,1.0
60,216,340,584,0,0,0,0,-136,52,1.0
60,212,340,588,0,0,0,0,-132,52,1.0
60,208,340,592,0,0,0,0,-128,52,1.0
60,204,340,596,0,0,0,0,-124,52,1.0
60,200,340,600,0,0,0,0,-120,52,1.0
60,196,340,604,0,0,0,0,-116,52,1.0
60,192,340,608,0,0,0,0,-112,52,1.0
60,188,340,612,0,0,0,0,-108,52,1.0
60,184,340,616,0,0,0,0,-104,52,1.0
60,180,340,620,0,0,0,0,-100,52,1.0
60,176,340,624,0,0,0,0,-96,52,1.0
60,172,340,628,0,0,0,0,-92,52,1.0
60,168,340,632,0,0,0,0,-88,52,1.0
60,164,340,636,0,0,0,0,-84,52,1.0
60,160,340,640,0,0,0,0,-80,52,1.0
60,156,340,644,0,0,0,0,-76,52,1.0
60,152,340,648,0,0,0,0,-72,52,1.0
60,148,340,652,0,0,0,0,-68,52,1.0
60,144,340,656,0,0,0,0,-64,52,1.0
60,140,340,660,0,0,0,0,-60,52,1.0
60,136,340,664,0,0,0,0,-56,52,1.0
60,132,340,668,0,0,0,0,-52,52,1.0
60,128,340,672,0,0,0,0,-48,52,1.0
60,124,340,676,0,0,0,0,-44,52,1.0
60,120,340,680,0,0,0,0,-40,52,1.0
60,116,340,684,0,0,0,0,-36,52,1.0
60,112,340,688,0,0,0,0,-32,52,1.0
60,108,340,692,0,0,0,0,-28,52,1.0
60,104,340,696,0,0,0,0,-24,52,1.0
60,100,340,700,0,0,0,0,-20,52,1.0
60,96,340,704,0,0,0,0,-16,52,1.0
60,92,340,708,0,0,0,0,-12,52,1.0
60,88,340,712,0,0,0,0,-8,52,1.0
60,84,340,716,0,0,0,0,-4,52,1.0
60,80,340,720,0,0,1,0,0,52,1.0
64,80,336,720,0,0,1,0,0,48,2.0
